,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1597,1597,6.0,0.4634,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", built this into foundation of tesla products electrification is an amazing feature but autonomy/entertainment are the future of driving everything from autopilot to bass response in the audio system gets better with an ota update 
1598,1598,6.0,0.7291,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", apparently it's not normal to be driving and autopilot to the wrong place sometimes almost a full hour in the wrong direction more than once a week 
1599,1599,6.0,0.8514,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", china was afraid autopilot may get accidentally activated when drivers tried to change gears yes gears you heard it right while driving 
1600,1600,7.0,0.9074,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", i use autopilot all the time except for taking turns on city streets were seeing beta testers already having this functionality i dont know how a small 6mile square is a bigger deal than literally driving anywhere in north america autonomously 
1601,1601,2.0,0.5296,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", autopilot was never self driving and never was considered to be 
1602,1602,6.0,0.8797,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", i love my van it has all the safety and ease of driving features and can even handle open pilot and do some limited autopilot stuff ive loved it more than i thought i would and yes amazing for the kids
1603,1603,7.0,0.5089,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",great day of autopilot driving from adelaide to melbourne even had time to stop for pielattes in keith prior to another supercharger horsham experience 
1604,1604,2.0,0.5747,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", i purchased a car which said full self driving - included package in the software screen about 10 days later tesla said it did not have this package and they changed the software screen to say enhanced autopilot - included package no explanation given 
1605,1605,4.0,0.5784,"tesla, full, self, work, drive, like, go, without, think, still", youll be fine today take care driving to work though monday morning drivers are on autopilot usually in sunday jaunt mode or formula 1 cause theyve slept in lol xx 
1606,1606,2.0,0.5447,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", interesting edge case for your autopilot team someone on the highway not stopped but actually driving backwards in the right lane i'm guessing since they missed their exit needless to say that is an eye opener 
1607,1607,6.0,0.4208,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one",i have this bad habit of going fully autopilot while driving smh its like daydreaming on a unicorn
1608,1608,4.0,0.5101,"tesla, full, self, work, drive, like, go, without, think, still"," take a few min and really go thru driving and autopilot settings the ppl complaining about ""uncontrollable acceleration"" have this setting just set cruise control to current speed so it doesn't surprise u if you're not used to it in case your car gets ""recalled"" lol "
1609,1609,2.0,0.4273,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",in a tesla driving itself for the first time and not sure how to feel about it thefutureishere tesla autopilot
1610,1610,1.0,0.3426,"car, tesla, driver, self, one, like, get, road, drive, cars", don't tell my teen this but i trust autopilot more than her she might be driving but the stress is higher 
1611,1611,1.0,0.429,"car, tesla, driver, self, one, like, get, road, drive, cars",as traffic piles up my tesla model 3 skates by in the carpool lane im vibin with the insane tesla sound system rapping along with big sean while autopilot handles the driving under my supervision i glance past the glass roof and see the clouds what a great car $tsla 
1612,1612,2.0,0.6626,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",ive been driving on the 101 for 15 mins and ive already seen 2 dudes show some lady in the passenger seat their tesla autopilot
1613,1613,4.0,0.8642,"tesla, full, self, work, drive, like, go, without, think, still", on the brink with castle island coin bureau exit scam you cannot watch youtube while driving unless you have a tesla and autopilot and confirmation from elon that it will work 
1614,1614,1.0,0.426,"car, tesla, driver, self, one, like, get, road, drive, cars",absolute bullshit that my brain can autopilot me home while driving but i have to do all the kitchen cleaning fully aware of my whole existence
1615,1615,1.0,0.6447,"car, tesla, driver, self, one, like, get, road, drive, cars",elon musk be like yeah our driving assistant that was never meant to be an autopilot is an autopilot believe me ur car wont kill you because u turned this on nvm lol it will 
1616,1616,2.0,0.7334,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", highway driving with or without autopilot does i don't believe tesla are promoting fsd safety yet because there are still interventions required or it would be massively less safe but with autopilot monitoring on i understand tesla's to be safer on highways 
1617,1617,2.0,0.8076,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", ok but tesla also provides the stats to show that tesla's on autopilot are safer than teslaa not on autopilot on highway driving 
1618,1618,6.0,0.3287,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one",my brain really be on autopilot while driving
1619,1619,1.0,0.9096,"car, tesla, driver, self, one, like, get, road, drive, cars", the all cars pool includes all driving regardless of how easy or safe and the all cars pool has an average car age of 12 years vs autopilot pool age of probably 2-3 years older cars have worse maintenance and less effective safety features 
1620,1620,2.0,0.7094,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",autonomous driving in the real world the future is here autonomos autonomousdriving tesla autopilot 
1621,1621,1.0,0.6397,"car, tesla, driver, self, one, like, get, road, drive, cars", with autopilot fully enabled after november they will be safe driving at 90 mph if that speed is required zero accident have occurred in loop tunnels in 2021 
1622,1622,4.0,0.5078,"tesla, full, self, work, drive, like, go, without, think, still",autopilot in heavy rain fall stress free driving feeling blessed 
1623,1623,1.0,0.6301,"car, tesla, driver, self, one, like, get, road, drive, cars", in terms of self driving i agree gms supercruise beats tesla autopilot in my opinion while they certainly have their flaws that is something they seem to have done a good job with and the escalade seems to be a pretty nice overall vehicle 
1624,1624,1.0,0.8749,"car, tesla, driver, self, one, like, get, road, drive, cars", this is not how it works i have had plenty of experience with the tesla autopilot system it's similar to cruise control it removes the menial task of staying in your lane no input required for steering you take over when you need to you still remain focused on driving
1625,1625,2.0,0.8124,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",this new advanced computing power will train tesla vehicles autopilot feature and still-unreleased self-driving artificial intelligence systems tesla is making it possible for autonomous vehicle engineers to do their lifes work efficiently and at the cutting edge 
1626,1626,6.0,0.3485,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", driving on autopilot i know what you mean 
1627,1627,1.0,0.6525,"car, tesla, driver, self, one, like, get, road, drive, cars",the combination of auto lane change traffic aware cruise control and navigate on autopilot take so much mental effort and stress off of driving and allows me to enjoy the journey and take in the sights of the road while still paying attention of course 
1628,1628,2.0,0.6742,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",costs aside this trip reaffirmed what i already knew a tesla is *the* best road trip vehicle ive ever driven while lack of engine noise maintenance break-down chance etc play into that it is autopilot that really stands out more specifically full self driving fsd 
1629,1629,1.0,0.8513,"car, tesla, driver, self, one, like, get, road, drive, cars",was driving on autopilot and took a turn instead of going straight just in time for a person to run the light and get t-boned in the intersection i would have been in had i not turned 
1630,1630,2.0,0.4883,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",enhanced autopilot trial uk -tesla model 3 lr - is it worth it via when will the full autopilot snd summon work in the u k including driving on the streets if it works well in america why not over here
1631,1631,1.0,0.4977,"car, tesla, driver, self, one, like, get, road, drive, cars", yes autopilot isn't perfect but it's better than a fatigued or distracted driver by a long shot it allows you to observe the surround traffic better as it handles the basic driving tasks like lane keeping and follow distance i see this as a second set of eyes i suppose 
1632,1632,7.0,0.5585,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",whats really annoying about tesla is my car has rear heated seats but i need to pay 300 on top of the 40k it costs to activate them it has full self driving capabilities already summon already navigate on autopilot already yet i need to pay another 6k+ on top for that
1633,1633,2.0,0.9197,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", and yet lots of people buy it and love it i have the fsd package and dont want a car without it call me a fanboy if you like but the top end version of tesla autopilot kicks absolute ass ps - thank you for working on growing the number of self driving cars 
1634,1634,7.0,0.4889,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", yeah i don't think you understand the point of tracking in a fighter jet vs a self driving car tracking doesn't mean shit you need to know what's driveable vs not fighter jets aren't designed to do anything similar don't tell me a planes autopilot is close to the same 
1635,1635,6.0,0.5569,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", yes sometimes when im driving luckily my brain goes into autopilot at that point 
1636,1636,1.0,0.6678,"car, tesla, driver, self, one, like, get, road, drive, cars", not even autopilot can keep asians from driving safely test 
1637,1637,2.0,0.4583,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", most people i see test driving are terrified to let hands off the wheel even on autopilot
1638,1638,3.0,0.4693,"drivers, tesla, car, attention, people, self, full, still, without, one"," true ""third row"" podcast when it was obvious model y couldn't have a reasonable third row touting ""safe"" autopilot when it's clear that tesla is the most reckless ai driving player with blood on its hands this goes on and on valid critique countered with blatant lies "
1639,1639,2.0,0.8575,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", autopilot is free on cars which is way more advanced than any regular driving assistance fsd are extra features which is what you buy at least we know tesla is living rent free in that head of yours 
1640,1640,4.0,0.4892,"tesla, full, self, work, drive, like, go, without, think, still",me this morning lol driving on autopilot 
1641,1641,7.0,0.8416,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", me gettin home at 2am just to be woken up 2 hours later to take yall to the airport yall lucky i got an autopilot feature when it comes to driving 
1642,1642,6.0,0.6659,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", interesting on several counts the move is linked to an assisted driving function in the electric cars which can currently be activated by drivers accidentally causing sudden acceleration wondering what assisted driving function that is autopilot ota recall is cool tho 
1643,1643,4.0,0.4585,"tesla, full, self, work, drive, like, go, without, think, still",just seen a video of a couple fucking in a tesla while it was driving on autopilot
1644,1644,0.0,0.3236,"self, mobileye, term, tesla, full, autonomous, idiots, truck, hw, dogecoin"," it's not a gear change it's about ""assisted driving"" i e autopilot "
1645,1645,6.0,0.5347,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one",tesla china recall - over 285 000 cars - found issues with its assisted driving software - chinese government regulator read more assisteddriving autopilot china chinese elonmusk newslink7 recall shanghai software tech tesla 
1646,1646,2.0,0.723,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",inside the cars tesla needs powerful computers to run its self-driving software on the outside it requires supercomputers to train the self-driving software the newly launched supercomputer will be used to train teslas autopilot and its full self driving fsd ai 
1647,1647,7.0,0.5915,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", cant wait for autopilot hate driving 
1648,1648,2.0,0.5143,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", interventions btw tesla's claim that teslas on autopilot has less accident than without is stupid there is no autonomous tesla driving around without backup driver so every accident statistic regarding the autopilot is always done by autopilot and driver so a team efford &gt 
1649,1649,0.0,0.125,"self, mobileye, term, tesla, full, autonomous, idiots, truck, hw, dogecoin",i be driving on autopilot
1650,1650,2.0,0.8808,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla unveils worlds fifth most powerful supercomputer will be used to trainteslas autopilotand its full self driving fsd ai tesla ai elonmusk super computer 
1651,1651,2.0,0.4563,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", a guy who was caught sleeping in a tesla while autopilot was on a lot of angry people but i want you to be prepared when they come at you you have to remember that people fall asleep while driving all the time no matter what vehicle tesla saved him 
1652,1652,2.0,0.9002,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",automakers are having a rough time promoting their self driving vehicles in a safe way but the reality is what would be a great reason to utilize auto-pilot besides health emergencies telsa autopilot ford gm
1653,1653,2.0,0.802,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",it will train deep neural networks for autopilot and self-driving capabilities tesla supercomputer autonomouscar 
1654,1654,6.0,0.6225,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one",failed my driving test today honestly not surprised my head is all over the place it would have been miracle to pass it fail was minor things things i would normally remember to do but simply didn't because i'm on autopilot 
1655,1655,2.0,0.8334,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",it is being used to train the neural nets powering teslas autopilot and upcoming self-driving ai ai tesla
1656,1656,1.0,0.8598,"car, tesla, driver, self, one, like, get, road, drive, cars", autopilot is really great here the frantic stop and go traffic and many racing to the next stops light make it very helpful for calm and relaxed driving 
1657,1657,1.0,0.6329,"car, tesla, driver, self, one, like, get, road, drive, cars","tesla should start selling the original release of autopilot as ""ap retro"" and charge a premium for it ""ap retro experience what it was like to be a pioneer of self-driving technology for only $12 000"" *not included with fsd*"
1658,1658,1.0,0.7096,"car, tesla, driver, self, one, like, get, road, drive, cars", but all im hearing is how many are being crashed people relying on autopilot to save them from their own bad driving
1659,1659,4.0,0.5068,"tesla, full, self, work, drive, like, go, without, think, still", my simple m3 sr+ is easily the best car ive owned i dont do a lot of driving 10 945km since sept 2019 but its still exciting to drive - and less fatiguing on roadtrips with autopilot things have come a long way since my 3 cylinder 900cc daihatsu charade hatch in 1994 
1660,1660,1.0,0.6328,"car, tesla, driver, self, one, like, get, road, drive, cars", people should learn how to drive well follow the rules be responsible 100% in the wheel b4 doing autopilot autopilot can produce lazy drivers that can cause accidents if u cant even turn ur blinkers on when turning left or right der is no way u should b driving autopilot 
1661,1661,4.0,0.4976,"tesla, full, self, work, drive, like, go, without, think, still", travel assist is really impressive it actually uses mobileye rem hd maps for highway driving unlike autopilot which is vision only it is in more cars than tesla has produced in its entire existence people ain't aware of travel assist cuz vw doesn't hype things like elon 
1662,1662,1.0,0.5854,"car, tesla, driver, self, one, like, get, road, drive, cars", manual is fun to drive tough automatic is for pussy people by your logic noone should never buy bike it also includes gear clutch shit what's the difference between driving autopilot car and car in video game anyway 
1663,1663,7.0,0.4691,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", where did i specifically say that the snooze button is killing people my point was if you develop bad habits mentally and let your brain go on autopilot that it can negatively impact others like over time texting and driving also is this how you spend your day 
1664,1664,1.0,0.6528,"car, tesla, driver, self, one, like, get, road, drive, cars", i am driving a car because i enjoy it if i want autopilot i will take an ueber or take a train 
1665,1665,1.0,0.7169,"car, tesla, driver, self, one, like, get, road, drive, cars", everyone does look at a pretty view but you are saying that u are trusting the car to keep u in the lane while u are driving and looking at other stuff which is exactly what the autopilot at its current tech doesnt want you to do you have to pay as much attention as you would
1666,1666,6.0,0.5013,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", it does not feel like a normal compulsion to me but i do start to feel obsessive and when i am like that my brain tunes out like when you are driving a long time and simply go on auto pilot but the autopilot gets faster and faster and then your stomach hurts and you feel sick
1667,1667,2.0,0.7408,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", created the largest-ever industry-leading supercomputer powered by a100 gpus to train an artificial intelligence ai that will power its autopilot and full self-driving 
1668,1668,1.0,0.5387,"car, tesla, driver, self, one, like, get, road, drive, cars", because self driving is coming out in stages and as of right now even autopilot cars are under the responsibility of the person in the drivers seat the code doesnt fail that easily if youve used the systems theyre pretty intuitive and getting better 
1669,1669,2.0,0.4864,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", i need some autopilot driving in my life please elon musk bring tesla to trinidad and tobago elonmusk pleasebringteslatotandt tealapleasecometotandt
1670,1670,2.0,0.8858,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," according to ark's intw in feb 2019 ""elon told us that he is certain that autopilot will be feature-complete for self-driving by the end of this year and he believes that by year-end 2020 "" if feature complete in ""2 wks"" then a year away "
1671,1671,7.0,0.567,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",yall ever be on autopilot when you driving lmaao
1672,1672,2.0,0.6246,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", well more than 3 humans have died while driving a tesla on autopilot 
1673,1673,4.0,0.6179,"tesla, full, self, work, drive, like, go, without, think, still",like how you ass at driving when the mf got autopilot 
1674,1674,2.0,0.4079,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", is $$ still driving that fancy tesla electric car that has autopilot 
1675,1675,2.0,0.875,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", autopilot would save hundreds of thousands of lives but people are too irrational to allow self driving to be the norm it took decades for puerile to be comfortable with flying most don't know airplanes are majority on autopilot
1676,1676,1.0,0.8016,"car, tesla, driver, self, one, like, get, road, drive, cars", fords autopilot or whatever they call it doesnt even make a sound when it disengages the driver dash display lights up a bit blue thats all the indication you get that your car is no longer driving like what 
1677,1677,1.0,0.6272,"car, tesla, driver, self, one, like, get, road, drive, cars", the law doesn't say anything one way or the other about autopilot therefore regular driving rules apply that's to say conscious person in the driver's seat at all times 
1678,1678,2.0,0.8277,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",cool tesla fifth most powerful supercomputer in the world to run autopilot self-driving ai--how special is it ai 
1679,1679,1.0,0.8381,"car, tesla, driver, self, one, like, get, road, drive, cars", i'm driving my tesla from tx to ca because i don't want to rent a gas car for 2 weeks and with autopilot the drive there and back is easy peasy 
1680,1680,4.0,0.3636,"tesla, full, self, work, drive, like, go, without, think, still"," every couple of years we have to do an on line driving course for insurance purposes one of the questions is ""do you ever go into autopilot "" 'no never "
1681,1681,1.0,0.4229,"car, tesla, driver, self, one, like, get, road, drive, cars",going into autopilot while driving is so fun its like teleporting hee hee how did i get here 
1682,1682,1.0,0.7751,"car, tesla, driver, self, one, like, get, road, drive, cars", yeah because it causes drag and reduces speed and range but when the car is driving itself autopilot can't see it
1683,1683,2.0,0.9042,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla today revealed a new supercomputer that will serve as a development prototype version of what dojo will ultimately offer it is being used to train the neural networks that power teslas autopilot as well as the companys futuristic self-driving ai 
1684,1684,1.0,0.6008,"car, tesla, driver, self, one, like, get, road, drive, cars",next car def gotta have autopilot cause im sick of driving/paying attention while driving
1685,1685,2.0,0.8036,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",it is being used to train the neural nets powering teslas autopilot and upcoming self-driving ai 
1686,1686,2.0,0.903,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", haha waymos autonomous cars have driven 20m+ miles on public roads the most tested the richest data $tsla has the most user generated autopilot data not most in self-driving anyway i understand passion of a $tsla fan not against it or ill see endless arg 
1687,1687,1.0,0.8162,"car, tesla, driver, self, one, like, get, road, drive, cars", man you are driving in empty road at 30 mph only straight let autopilot drive in the city and see the results 
1688,1688,4.0,0.5547,"tesla, full, self, work, drive, like, go, without, think, still", totally agree all of these c*nts are just driving on autopilot i'd love to be a copper and pinch them for 'driving without due care and attention' 
1689,1689,2.0,0.8858,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", so maybe we agree tesla's 'autopilot' is not 'full self-driving' it's sad that people abuse tech but sadly they do -&gt i'd say any airline pilot would be grounded for a similar stunt 
1690,1690,1.0,0.5147,"car, tesla, driver, self, one, like, get, road, drive, cars"," what i want to see is turns like that executed at speeds greater than 50mph i don't trust any of these ""autopilot is great technology"" claims when all the ap videos are at or below 30mph speeds people would really only be driving in residential areas/the urban core "
1691,1691,7.0,0.3623,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", my brain be going into autopilot and i forget im driving a half ton of steel
1692,1692,2.0,0.6549,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",the supercomputer will be used to train tesla's autopilot and its full self driving fsd ai on vast amounts of data at incredibly high speeds whichrequires a huge amount of computing read more here 
1693,1693,7.0,0.4691,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",autopilot driving had me drive straight home after i dropped kady off instead of to pt where is my brain 
1694,1694,4.0,0.4919,"tesla, full, self, work, drive, like, go, without, think, still",yall ever move and find yourself on autopilot driving to your old house 
1695,1695,2.0,0.7842,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla's new supercomputer will drive autopilot full self-driving features - fox news 
1696,1696,2.0,0.7644,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla's new supercomputer will drive autopilot full self-driving features foxbusiness
1697,1697,1.0,0.6857,"car, tesla, driver, self, one, like, get, road, drive, cars",i tried autopilot for a whole trip and i couldnt let go of the steer wheel the fact that it is capable of self driving is so odd to me still 
1698,1698,1.0,0.4673,"car, tesla, driver, self, one, like, get, road, drive, cars", navigate on autopilot is driving the car along that blue line/route the route the car is following 
1699,1699,2.0,0.915,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla has unveiled a super computer powered by nvidia a100 gpus this is training and powering ai that will one day be used for autopilot and full self-driving think of how many frames we could get running call of duty on this tesla ai ml nvidia 
1700,1700,7.0,0.8979,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", speaking about european does his best to share his knowledge he works as ai engineer for autonomous driving himself so the channel focuses on autopilot ai and ad competition oh but it's in spanish as he thought that there were already good english channels 
1701,1701,7.0,0.9027,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", this guy does his best to share his knowledge he works as ai engineer for autonomous driving himself so the channel focuses on autopilot ai and ad competition oh but it's in spanish as he thought that there were already good english channels plz share 
1702,1702,2.0,0.8821,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","$tsla ""tesla has named its driver assistance system autopilot and came out with a beta version of its full self-driving or fsd technology last october however the company states that neither is an autonomous system "" "
1703,1703,2.0,0.9199,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla unveils its new supercomputer 5th most powerful in the world to train self-driving ai its going to be the predecessor of teslas upcoming new dojo supercomputer it is being used to train the neural nets powering teslas autopilot and upcoming self-driving ai 
1704,1704,2.0,0.9061,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", are you talking about the autonomy day that was two years ago i'm detailing you the road to get most of autonomy's benefits without 100% full actual self driving autopilot functionality and tesla isn't even there yet two years after the autonomy day 
1705,1705,2.0,0.7294,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",fascinating talk / update by and how the autopilot team at tsla is solving the full self-driving problem his presentation starts at the 7hrs 52min mark 
1706,1706,2.0,0.632,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla's new supercomputer will drive autopilot full self-driving features - fox business 
1707,1707,7.0,0.8429,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",you ever put your brain in autopilot while driving and youre just lost in your thoughts just got to my destination wondering how in the hell im still alive 
1708,1708,2.0,0.6553,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", like this full self driving and autopilot names 
1709,1709,2.0,0.9102,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla unveils its new supercomputer 5th most powerful in the world to train self-driving ai - electrek news technology dojo teslasdojo andrejkarpathy autopilot musk electrek ai subscribe elonmusk tesla karpathy 
1710,1710,2.0,0.8019,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",fifth most powerful in the world - tesla's new supercomputer will power autopilot full self-driving features 
1711,1711,2.0,0.6354,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla fifth most powerful supercomputer in the world to run autopilot self-driving aihow special isit 
1712,1712,2.0,0.7958,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla fifth most powerful supercomputer in the world to run autopilot self-driving ai--how special is it 
1713,1713,4.0,0.3403,"tesla, full, self, work, drive, like, go, without, think, still", just enjoy it don't get in race or aggressive driving situao use autopilot and regen braking a lot 
1714,1714,3.0,0.5926,"drivers, tesla, car, attention, people, self, full, still, without, one", condolences to all of those killed by tesla's poorly named 'autopilot' who trusted it and to those in the future who will be subjected to a slap-dash autonomous driving product without radar removal of radar from my and m3 
1715,1715,1.0,0.4813,"car, tesla, driver, self, one, like, get, road, drive, cars", maybe if she was driving a tesla autopilot she could have lived
1716,1716,1.0,0.7117,"car, tesla, driver, self, one, like, get, road, drive, cars", sure but that's not the hurdle the thing they can't overcome is city street driving autopilot was the easy part even gm figured it out 
1717,1717,2.0,0.5812,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", would also like to know that autopilot and fsd will make driving so much safer not only for drivers but for bikers and pedestrians
1718,1718,2.0,0.8784,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","maybe should just mine crypto with his new super computer ""the supercomputer is being used to train autopilot and full self-driving fsd artificial intelligence"" ""tesla in deadly california crash was on autopilot authorities"" "
1719,1719,2.0,0.632,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla's new supercomputer will drive autopilot full self-driving features | fox business 
1720,1720,2.0,0.8705,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla will use its new supercomputer the fifth most powerful in the world to train the neural nets powering teslas autopilot and upcoming self-driving ai
1721,1721,2.0,0.9233,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", would be a shame i hope a repeat of the following events occurs three crashes involving teslas that killed three people have increased scrutiny of the company's autopilot driving system just months before ceo elon musk has planned to put fully self-driving cars on the streets 
1722,1722,2.0,0.909,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", billions will never be able to afford a tesla nor have the infrastructure to utilize autopilot self driving is fancy but its far from a basic necessity financial inclusion freedom and equal opportunity to everyone on earth is a much bigger problem check your privilege 
1723,1723,2.0,0.8641,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla s new supercomputer will drive autopilot full self-driving features ai deeeplearning fsd hpc videoanalytics drone future scifi irl 
1724,1724,6.0,0.6596,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", is there a place there for someone with an amazing ability to read the road i take great pride in my being able to predict driving behavior before cars even makes their maneuvers i call it 'road theory' perhaps i can teach your autopilot and fsd ai how to predict better 
1725,1725,4.0,0.6218,"tesla, full, self, work, drive, like, go, without, think, still",los key forgot i was driving to work this morning autopilot just took over 
1726,1726,2.0,0.8762,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla's new supercomputer will drive autopilot full self-driving features the ultimate goal of tesla vision is to make an autonomous car that is driverless selfdriving autonomousvehicles autonomouscars
1727,1727,7.0,0.7208,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",there are teslas out there driving around on autopilot using only computer vision this should feel like someone experiencing current siri's text-to-speech in the 80s mind blowing 
1728,1728,2.0,0.873,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",thirty tesla crashes linked to assisted driving system under investigation in us auto regulators have opened probes into crashes involving 10 deaths where the companys autopilot system was in use 
1729,1729,2.0,0.797,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla's new supercomputer will drive autopilot full self-driving features autonomouscar selfdrivingcar
1730,1730,2.0,0.732,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", from the looks of it the purpose of the design is for it to be used as little as possible encouraging you to use autopilot/self driving more and only using the steering wheel when absolute necessary
1731,1731,1.0,0.9031,"car, tesla, driver, self, one, like, get, road, drive, cars", the tesla as per law cannot suddenly stop itself the driver probably did the tesla just alerts the driver and the driver stops the car that's why you cant rely on autopilot if your car crashes during it you're still supposed to be the one driving it 
1732,1732,2.0,0.6072,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", that is wrong for us long time owners who bought enhanced autopilot with full self driving separately eap does all the things that are available now i have no functionality available with the fsd i paid extra for 
1733,1733,2.0,0.8701,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","it is being used to train the neural nets powering teslas autopilot and upcoming self-driving ai "" so this is the ""supercomputer"" resulting in so many autopilot fatalities $tsla $tslaq "
1734,1734,1.0,0.4049,"car, tesla, driver, self, one, like, get, road, drive, cars", imagine driving drunk in your lexus when theres teslas autopilot
1735,1735,4.0,0.3456,"tesla, full, self, work, drive, like, go, without, think, still","tesla's new supercomputer will drive autopilot full self-driving features"" posted by nagendra bandi tesla unveiled new images on sunday of its in-house supercomputer which will be used to help power the electric vehicle maker's autopilot and full self-driving capabilities "
1736,1736,4.0,0.7044,"tesla, full, self, work, drive, like, go, without, think, still",tesla reveals its supercomputer that will help drive autopilot and fullself-driving 
1737,1737,1.0,0.6562,"car, tesla, driver, self, one, like, get, road, drive, cars",ev driver with pinned tweet showing illegal hands-free driving in the uk using autopilot asking if theyll get caught for a different relatively minor traffic offence 
1738,1738,2.0,0.5299,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","imagine-based rebranding $tsla avoids accountability to current injured consumers for known poor known poor quality poorly designed unsafe ""first to market"" products while attracting new consumers through new seo tesla autopilot tesla full self-driving fsd purevision"
1739,1739,2.0,0.7553,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla full self-driving fsd subscription will be cheaper if you have enhanced autopilot 
